Ticker,Company Name,Exchange,Market Cap ($M),Cash ($M),Qtrly Burn ($M),52W High ($),52W Low ($),Share Price ($),Shares Out (M),Country,Website,Description,Is_ADR,Therapy Area,Sub_Indication,Modality,Lead_Asset,Dev_Stage,Next_Catalyst,Catalyst_Type,Partners,Trial_Count
CLDX,"Celldex Therapeutics, Inc.",NASDAQ,1964.4,518.6,56.3,31.99,14.4,29.51,66.6,United States,https://www.celldex.com,"Celldex Therapeutics, Inc., a biopharmaceutical company, engages in developing therapeutic antibodies for patients with severe inflammatory, allergic, autoimmune, and other diseases. The company's drug candidates include monoclonal and bispecific antibodies designed to address mast cell mediated dis",False,Oncology,Advanced Breast Carcinoma; Advanced Ovarian Carcinoma,Monoclonal Ab (mAb),"ONT-10, Varlilumab combination",Phase 1,,,,2
CMPX,"Compass Therapeutics, Inc.",NASDAQ,923.1,208.9,11.3,6.88,1.33,5.19,177.9,United States,https://www.compasstherapeutics.com,"Compass Therapeutics, Inc., a clinical-stage oncology-focused biopharmaceutical company, develops antibody-based therapeutics for the treatment of various human diseases in the United States. The company's lead product candidate, tovecimig, is a bispecific antibody that targets delta-like ligand 4 (",False,Oncology,Metastatic Biliary Tract Cancer,Small Molecule,Gemcitabine,Phase 2,,,,1
CNTB,Connect Biopharma Holdings Limited,NGM,150.4,54.8,15.0,3.28,0.51,2.69,55.9,United States,https://www.connectbiopharm.com,"Connect Biopharma Holdings Limited, a clinical-stage biopharmaceutical company, engages in the development of therapies for the treatment of inflammatory diseases in the United States. The company's lead product candidate is rademikibart (formerly CBP-201), an antibody designed to target interleukin",False,,,,,,,,,0
COGT,"Cogent Biosciences, Inc.",NASDAQ,5518.5,900.8,71.7,43.73,3.72,34.0,162.3,United States,https://www.cogentbio.com,"Cogent Biosciences, Inc., a clinical-stage biotechnology company, focuses on developing precision therapies for genetically defined diseases. Its lead product candidate includes bezuclastinib (CGT9486), a selective tyrosine kinase inhibitor in Phase 3 trial designed to target mutations within the KI",False,Oncology,Advanced Gastrointestinal Stromal Tumors; Metastatic Cancer,Small Molecule,CGT9486 plus sunitinib,Phase 3,,,,8
CPRX,"Catalyst Pharmaceuticals, Inc.",NASDAQ,2855.3,709.2,0.0,26.58,19.05,23.23,122.1,United States,https://catalystpharma.com,"Catalyst Pharmaceuticals, Inc., a commercial-stage biopharmaceutical company, focuses on developing and commercializing medicines for patients living with rare diseases in the United States. It offers Firdapse for the treatment of patients with lambert-eaton myasthenic syndrome (LEMS); Fycompa, a no",False,Other,Lambert-Eaton Myasthenic Syndrome,Small Molecule,Amifampridine Phosphate,Phase 3,,,,10
CRBU,"Caribou Biosciences, Inc.",NASDAQ,175.7,139.3,26.7,3.54,0.66,1.88,93.5,United States,https://cariboubio.com,"Caribou Biosciences, Inc. operates as a clinical-stage clustered regularly interspaced short palindromic repeats (CRISPR) genome-editing biopharmaceutical company. It offers a genome-editing platform based on novel CRISPR hybrid RNA-DNA genome-editing technology that enables precise genome editing o",False,Oncology,"Lymphoma, Non-Hodgkin; Relapsed Non Hodgkin Lymphoma; Refrac",Gene Therapy / Gene Editing,CB-010,Phase 1,,,,3
CRDF,"Cardiff Oncology, Inc.",NASDAQ,127.2,58.3,8.4,4.56,1.48,1.86,68.4,United States,https://www.cardiffoncology.com,"Cardiff Oncology, Inc., a clinical-stage biotechnology company, develops novel therapies for the treatment of various cancers in the United States. Its lead drug candidate is Onvansertib, an oral and selective polo-like kinase 1 inhibitor for treating RAS-mutated metastatic colorectal cancer. The co",False,Oncology,Locally Advanced Pancreatic Ductal Adenocarcinoma; Metastati,Monoclonal Ab (mAb),Cobimetinib,Phase 1,,,,1
CRDL,Cardiol Therapeutics Inc.,NASDAQ,113.9,11.6,5.7,1.59,0.77,1.02,111.7,Canada,https://www.cardiolrx.com,"Cardiol Therapeutics Inc., a clinical-stage life sciences company, focuses on the developing of anti-fibrotic and anti-inflammatory therapies for the treatment of heart diseases. Its lead product candidate is CardiolRx, which is in Phase III multi-national, randomized, double-blind, and placebo-cont",True,Other,Recurrent Pericarditis,Small Molecule,CardiolRx,Phase 3,,,,3
CRSP,CRISPR Therapeutics AG,NGM,4679.3,1975.8,88.6,78.48,30.04,48.75,96.0,Switzerland,https://www.crisprtx.com,"CRISPR Therapeutics AG, a gene editing company, focuses on developing gene-based medicines for serious human diseases using its Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR)/CRISPR-associated protein 9 (Cas9) platform. The company's CRISPR/Cas9 is a technology for gene editing w",True,Immunology,"Diabetes Mellitus; Diabetes Mellitus, Type 1; Glucose Metabo",,VCTX211,Phase 2,,,,5
CRVS,"Corvus Pharmaceuticals, Inc.",NGM,1283.3,56.8,7.7,26.95,2.54,15.32,83.8,United States,https://www.corvuspharma.com,"Corvus Pharmaceuticals, Inc., a clinical stage biopharmaceutical company, engages in the development of product candidates that precisely target proteins that are critical to immune cell maturation and function in the United States. The company's lead product candidate is soquelitinib (CPI-818), a s",False,Oncology,"Peripheral T-Cell Lymphoma, Not Otherwise Specified; Angioim",Small Molecule,Soquelitinib,Phase 3,,,,9
CSBR,"Champions Oncology, Inc.",NASDAQ,84.7,8.5,0.6,10.25,5.5,6.1,13.9,United States,https://www.championsoncology.com,"Champions Oncology, Inc., a technology-enabled research company, provides technology solutions for drug discovery and development in the United States. The company, through its Tumorgraft technology platform, provides personalized cancer care based upon the implantation of human tumors in immune-def",False,,,,,,,,,0
CTMX,"CytomX Therapeutics, Inc.",NASDAQ,793.0,143.6,15.7,6.35,0.4,4.68,169.4,United States,https://www.cytomx.com,"CytomX Therapeutics, Inc. operates as an oncology-focused biopharmaceutical company that focuses on developing novel conditionally activated biologics localized to the tumor microenvironment. The company utilizes conditional activation platform technology for oncology biologics research and developm",False,,,,,,,,,0
DNLI,Denali Therapeutics Inc.,NASDAQ,3262.2,867.9,102.9,23.77,10.57,20.57,158.6,United States,https://www.denalitherapeutics.com,"Denali Therapeutics Inc., a biopharmaceutical company, discovers and develops therapeutics to treat neurodegenerative and lysosomal storage diseases. The company develops Eclitasertib (SAR443122/DNL758) RIPK1 inhibitor program for peripheral inflammatory diseases; BIIB122/DNL151 LRRK2 inhibitor prog",False,CNS,Amyotrophic Lateral Sclerosis,Small Molecule,DNL343,Phase 3,,,,22
DORM,"Dorman Products, Inc.",NASDAQ,3142.1,49.4,0.0,166.89,101.03,102.81,30.2,United States,https://www.dormanproducts.com,"Dorman Products, Inc. supplies replacement and upgrade parts for the motor vehicle aftermarket industry in the United States and internationally. It operates through three segments: Light Duty, Heavy Duty, and Specialty Vehicle. The company offers engine products, including intake and exhaust manifo",False,,,,,,,,,0
DSGN,"Design Therapeutics, Inc.",NASDAQ,576.5,219.8,12.8,11.14,2.6,10.12,57.0,United States,https://www.designtx.com,"Design Therapeutics, Inc. a clinical-stage biopharmaceutical company, research, designs, develops, and commercializes small molecule therapeutic drugs for the treatment of genetic diseases in the United States. The company utilizes its GeneTAC platform to design and develop therapeutic candidates fo",False,Other,Friedreich Ataxia,Small Molecule,DT-216P2,Phase 2,,,,4
DTIL,"Precision BioSciences, Inc.",NASDAQ,136.5,115.6,17.8,8.82,3.53,5.67,24.1,United States,https://precisionbiosciences.com,"Precision BioSciences, Inc., a clinical stage gene editing company, develops in vivo gene editing therapies for gene edits, including gene insertion, excision, and elimination in the United States. The company offers ARCUS, a genome editing platform for DNA genome insertion, removal, and repair. It ",False,Oncology,"Non-Hodgkin's Lymphoma, Relapsed; Chronic Lymphoid Leukemia ",Gene Therapy / Gene Editing,PBCAR20A,Phase 2,,,,3
DXCM,"DexCom, Inc.",NASDAQ,25054.6,1998.7,0.0,89.98,54.11,64.24,384.9,United States,https://www.dexcom.com,"DexCom, Inc., a medical device company, focuses on the design, development, and commercialization of continuous glucose monitoring (CGM) systems for the management of diabetes and metabolic health in the United States and internationally. The company offers Dexcom G7 and G7 15 Day, an integrated con",False,Cardiometabolic,"Diabetic Nephropathies; Kidney Failure, Chronic; Diabetes Me",Small Molecule,Sotagliflozin,Phase 3,,,,50
EDIT,"Editas Medicine, Inc.",NASDAQ,238.8,146.6,33.6,4.54,0.91,2.44,97.9,United States,https://www.editasmedicine.com,"Editas Medicine, Inc., a clinical stage genome editing company, focuses on developing transformative genomic medicines to treat a range of serious diseases. The company develops a proprietary gene editing platform based on CRISPR technology. Its lead program is EDIT-401, a one-time therapy designed ",False,Rare Disease,Sickle Cell Disease; Hemoglobinopathies,Gene Therapy / Gene Editing,EDIT-301,Phase 2,,,,4
EIKN,"Eikon Therapeutics, Inc.",NASDAQ,618.7,220.1,23.7,17.4,10.82,11.46,54.0,United States,https://eikontx.com,"Eikon Therapeutics, Inc., operates as a clinical biopharmaceutical company in the United States. It develops medicines to address serious unmet medical needs using a platform that permits precise characterization of protein interactions in living cells. Its products include EIK1001, a systemically a",False,Oncology,Advanced Solid Tumors,Small Molecule,EIK1004-001 (IMP1707-001),Phase 2,,,,2
ELAN,Elanco Animal Health Incorporated,NYSE,11405.0,545.0,0.0,27.72,8.02,22.94,497.2,United States,https://www.elanco.com,"Elanco Animal Health Incorporated, an animal health company, innovates, develops, manufactures, and markets products for pets and farm animals worldwide. The company offers pet health products, such as parasiticides, vaccines, and therapeutics that protect pets from fleas, ticks, and internal parasi",False,,,,,,,,,0
EMBC,Embecta Corp.,NASDAQ,520.5,201.3,0.0,15.55,8.77,8.79,59.2,United States,https://www.embecta.com,"Embecta Corp., a medical device company, provides solutions to improve the health and wellbeing of people living with diabetes in the United States and internationally. The company's products include pen needles, syringes, and safety injection devices, as well as digital applications to assist peopl",False,,,,,,,,,0
ENGN,enGene Holdings Inc.,NASDAQ,479.6,275.9,25.3,12.25,2.65,7.16,67.0,Canada,https://www.engene.com,"enGene Holdings Inc., through its subsidiary enGene, Inc., operates as a clinical-stage biotechnology company in Canada. The company develops genetic medicines to help patients suffering from bladder cancer. Its lead product candidate is detalimogene voraplasmid, a monotherapy for the treatment of n",True,,,,,,,,,0
ENOV,Enovis Corporation,NYSE,1316.1,36.4,0.0,40.7,21.0,22.99,57.2,United States,https://www.enovis.com,"Enovis Corporation, a medical technology company, focuses on developing clinically differentiated solutions in the United States and internationally. It operates through two segments: Prevention and Recovery, and Reconstructive segments. The Prevention and Recovery segment offers rigid and soft orth",False,,,,,,,,,0
ENTA,"Enanta Pharmaceuticals, Inc.",NASDAQ,368.5,185.8,9.1,17.15,4.09,12.7,29.0,United States,https://www.enanta.com,"Enanta Pharmaceuticals, Inc., a biotechnology company, discovers and develops small molecule drugs for virology and immunology indications. The company's product pipeline comprises EDP-514, which is in phase 1b clinical development for the treatment of chronic infection with hepatitis B virus or HBV",False,Infectious Disease,RSV Infection,Small Molecule,EDP-938 Dose 1,Phase 2,,,,38
ESLA,"Estrella Immunopharma, Inc.",NASDAQ,53.0,1.6,0.6,3.15,0.73,1.26,42.0,United States,https://www.estrellabio.com,"Estrella Immunopharma, Inc., a clinical-stage biopharmaceutical company, develops T-cell therapies for blood cancers and solid tumors in the United States. The company's lead product candidate is EB103, which is in clinical trial, for the treatment of diffuse large B-cell lymphoma; EB104, which is i",False,Oncology,"B-Cell Non-Hodgkin's Lymphoma (NHL); Lymphoma, Non-Hodgkins;",Monoclonal Ab (mAb),EB103,Phase 2,,,,1
ESPR,"Esperion Therapeutics, Inc.",NGM,583.3,167.9,17.9,4.18,0.69,2.44,239.1,United States,https://www.esperion.com,"Esperion Therapeutics, Inc., a biopharmaceutical company, develops and commercializes medicines for the treatment of patients with elevated low density lipoprotein cholesterol (LDL-C) in the United States. The company's marketed products include NEXLETOL (bempedoic acid) and NEXLIZET (bempedoic acid",False,Cardiometabolic,Hypercholesterolemia; Atherosclerotic Cardiovascular Disease,Small Molecule,bempedoic acid,Phase 3,,,,25
EVAX,Evaxion A/S,NASDAQ,35.5,23.2,1.7,12.15,1.2,4.26,8.3,Denmark,https://evaxion.ai,"Evaxion A/S, a clinical-stage biotech company, develops artificial intelligence-powered immunology vaccines. The company develops EVX-01, which is in phase 2 global multi-center clinical trial for the treatment of advanced melanoma; EVX-03, DNA-based cancer vaccine for the treatment of solid tumors;",True,Oncology,Melanoma Stage IV; Unresectable Melanoma,Small Molecule,EVX-01,Phase 2,,,,1
EVTL,Vertical Aerospace Ltd.,NYSE,373.2,91.7,13.2,7.6,2.76,3.74,98.5,United Kingdom,https://www.vertical-aerospace.com,"Vertical Aerospace Ltd., an aerospace and technology company, engages in designing, manufacturing, and selling zero operating emission electric vertical takeoff and landing (eVTOL) aircraft for use in the advanced air mobility market in the United Kingdom. It involves in developing its flagship VX4,",True,,,,,,,,,0
EXEL,"Exelixis, Inc.",NASDAQ,11056.9,1059.1,0.0,49.62,32.38,41.24,259.7,United States,https://www.exelixis.com,"Exelixis, Inc., an oncology company, focuses on the discovery, development, and commercialization of new medicines for difficult-to-treat cancers in the United States. The company offers CABOMETYX tablets for the treatment of patients with advanced renal cell carcinoma who received prior anti-angiog",False,Oncology,Cancer,Small Molecule,Nivolumab,Phase 2,,,,5
FATE,"Fate Therapeutics, Inc.",NGM,136.0,203.7,23.8,1.94,0.66,1.17,116.3,United States,https://www.fatetherapeutics.com,"Fate Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops programmed cellular immunotherapies for cancer and immune disorders in the United States and internationally. The company's chimeric antigen receptor (CAR)-targeted NK and T-cell product candidates include FT836 which is i",False,,,,,,,,,0
FBIO,"Fortress Biotech, Inc.",NASDAQ,96.2,86.2,16.8,4.53,1.33,3.1,31.0,United States,https://www.fortressbiotech.com,"Fortress Biotech, Inc., a biopharmaceutical company, engages in the development and commercialization of biopharmaceutical products. The company markets dermatology products, including Emrosi, a minocycline hydrochloride extended-release capsule for the treatment of rosacea; Qbrexza a medicated clot",False,,,,,,,,,0
FDMT,"4D Molecular Therapeutics, Inc.",NASDAQ,475.9,305.1,44.9,12.34,2.23,8.33,51.0,United States,https://www.4dmoleculartherapeutics.com,"4D Molecular Therapeutics, Inc., a late-stage biotechnology company, engages in the development of adeno-associated virus vectors from its proprietary synthetic vector discovery platform, Therapeutic Vector Evolution in the Netherlands and the United States. Its lead product candidate is 4D-150 for ",False,,,,,,,,,0
FENC,Fennec Pharmaceuticals Inc.,NASDAQ,256.8,21.9,1.1,9.92,4.68,7.52,34.2,United States,https://fennecpharma.com,"Fennec Pharmaceuticals Inc. operates as a commercial stage biopharmaceutical company in the United States. The company's product candidate includes PEDMARK, a formulation of sodium thiosulfate for the prevention of platinum-induced ototoxicity in pediatric cancer patients. It sells its products thro",False,,,,,,,,,0
FOLD,"Amicus Therapeutics, Inc.",NGM,4512.2,293.5,0.0,14.39,5.51,14.37,314.0,United States,https://amicusrx.com,"Amicus Therapeutics, Inc., a biotechnology company, focuses on discovering, developing, and delivering novel medicines for rare diseases in the United States and internationally. The company's commercial product and product candidates consist of Galafold, an orally administered monotherapy for the t",False,Other,Epidermolysis Bullosa,Small Molecule,SD-101-6.0 cream,Phase 3,,,,3
FULC,"Fulcrum Therapeutics, Inc.",NGM,509.5,352.3,15.5,15.74,2.31,7.65,66.6,United States,https://www.fulcrumtx.com,"Fulcrum Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops small molecules to improve the lives of patients with genetically defined diseases in the areas of high unmet medical need in the United States. Its clinical-stage product candidate is pociredir, a fetal hemoglobin indu",False,,,,,,,,,0
GALT,Galectin Therapeutics Inc.,NASDAQ,199.2,11.5,5.1,7.13,1.12,3.09,64.5,United States,https://galectintherapeutics.com,"Galectin Therapeutics Inc., a clinical stage biopharmaceutical company, engages in the drug research and development to create new therapies for fibrotic, cancer, and other diseases. Its lead product candidate is belapectin (GR-MD-02), a galectin-3 inhibitor, which is in Phase 2b/3 clinical trial to",False,Immunology,Psoriasis,Small Molecule,GR-MD-02,Phase 2,,,,8
GENC,"Gencor Industries, Inc.",NYSE American,215.0,147.7,0.2,17.4,10.8,14.67,12.3,United States,https://www.gencor.com,"Gencor Industries, Inc., together with its subsidiaries, engages in the design, manufacture, and sale of heavy machinery used in the production of highway construction materials and environmental control equipment. The company offers hot-mix asphalt plants, hot-mix storage silos, fabric filtration s",False,,,,,,,,,0
GILD,"Gilead Sciences, Inc.",NASDAQ,179993.6,9613.0,0.0,157.29,93.37,144.99,1241.4,United States,https://www.gilead.com,"Gilead Sciences, Inc., a biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical need in the United States, Europe, and internationally. The company provides Biktarvy, Descovy, Genvoya, Odefsey, Sunlenca, Symtuza, and YeztugoFor the treatment of HIV",False,Oncology,Non-small Cell Lung Cancer,Small Molecule,Zimberelimab,Phase 3,,,,50
GLPG,Galapagos NV,NASDAQ,2089.6,2998.0,85.7,37.78,22.59,31.71,65.9,Belgium,https://www.glpg.com,"Galapagos NV, a biotechnology company, develops medicines focusing on oncology and immunology primarily in the United States and Europe. The company's pipeline products comprise GLPG3667 that has completed phase 1b trial; GLPG5101, a CD19 CAR-T product candidate manufactured at point-of-care, curren",True,Immunology,Crohn's Disease,Small Molecule,Filgotinib,Phase 3,,,,50
GLUE,"Monte Rosa Therapeutics, Inc.",NASDAQ,1221.4,391.3,0.0,25.77,3.5,16.02,76.2,United States,https://www.monterosatx.com,"Monte Rosa Therapeutics, Inc., a clinical-stage biotechnology company, engages in the development of novel small molecule precision medicines that employ the body's natural mechanisms to selectively degrade therapeutically relevant proteins. The company develops orally bioavailable molecular glue de",False,Oncology,NSCLC; SCLC; High Grade Neuroendocrine Cancer,Small Molecule,Oral MRT-2359,Phase 2,,,,3
GRFS,"Grifols, S.A.",NASDAQ,6414.5,849.0,0.0,11.14,6.19,7.81,258.2,Spain,https://www.grifols.com,"Grifols, S.A., together with its subsidiaries, engages in the research, development, production, and marketing of plasma-derived medicines in the United States, Canada, Spain, Europe, and internationally. It operates through four segments: Biopharma, Diagnostic, Bio Supplies, and Others. The company",True,Infectious Disease,Hepatitis B; Liver Transplantation,Small Molecule,Hepatitis B immune globulin,Phase 3,,,,27
HALO,"Halozyme Therapeutics, Inc.",NASDAQ,7513.0,142.8,0.0,82.22,47.5,63.66,118.0,United States,https://halozyme.com,"Halozyme Therapeutics, Inc., a biopharmaceutical company, researches, develops, and commercializes of proprietary enzymes and devices in the United States, Switzerland, Belgium, Japan, and internationally. The company's products are based on the patented recombinant human hyaluronidase enzyme (rHuPH",False,,,,,,,,,0
HRMY,"Harmony Biosciences Holdings, Inc.",NGM,1597.0,775.3,0.0,40.87,25.52,27.61,57.8,United States,https://www.harmonybiosciences.com,"Harmony Biosciences Holdings, Inc., a commercial-stage pharmaceutical company, focuses on developing and commercializing therapies for patients with rare neurological diseases in the United States. The company offers WAKIX (pitolisant), a molecule with a novel mechanism of action for the treatment o",False,,,,,,,,,0
IDYA,"IDEAYA Biosciences, Inc.",NASDAQ,2905.8,639.4,17.8,39.28,13.45,33.09,87.8,United States,https://www.ideayabio.com,"IDEAYA Biosciences, Inc., a precision medicine oncology company, discovers and develops targeted therapeutics for patient populations selected using molecular diagnostics in the United States. The company offers Darovasertib, an oral, potent, and selective protein kinase C (PKC) inhibitor for the tr",False,,,,,,,,,0
IKT,"Inhibikase Therapeutics, Inc.",NASDAQ,242.5,77.3,8.1,2.58,1.33,2.0,121.3,United States,https://www.inhibikase.com,"Inhibikase Therapeutics, Inc. operates as a clinical-stage pharmaceutical company that develops therapeutics for Parkinson's disease and related disorders. Its lead product candidate is IkT-148009, a non-receptor Abelson tyrosine kinase inhibitor, which is in Phase 2a clinical trials to the treatmen",False,,,,,,,,,0
IMA,"ImageneBio, Inc.",NASDAQ,66.1,135.3,3.5,18.0,5.7,5.91,11.2,United States,https://www.inmagenebio.com,"ImageneBio, Inc., a clinical-stage biopharmaceutical company, develops therapeutics for patients with immunological, autoimmune and inflammatory diseases. Its lead product candidate includes IMG-007, a non-depleting anti-OX40 monoclonal antibody that binds to OX40 receptor on activated T cells to bl",False,,,,,,,,,0
IMCR,Immunocore Holdings plc,NASDAQ,1564.5,864.2,18.6,40.72,23.15,30.86,50.7,United Kingdom,https://www.immunocore.com,"Immunocore Holdings plc, together with its subsidiaries, engages in the development and commercialization of immunomodulating medicines for patients with cancer, infectious diseases, and autoimmune disease in the United States, Europe, and internationally. The company offers KIMMTRAK for the treatme",True,,,,,,,,,0
IMTX,Immatics N.V.,NASDAQ,1238.7,469.3,41.9,12.41,3.3,9.24,134.1,Germany,https://www.immatics.com,"Immatics N.V., a clinical-stage biopharmaceutical company, focuses on the research and development of potential T cell redirecting immunotherapies for the treatment of cancer in the United States. The company is developing targeted immunotherapies with a focus on treating solid tumors through two di",True,,,,,,,,,0
IMVT,"Immunovant, Inc.",NASDAQ,4968.2,994.5,97.4,29.25,12.72,24.41,203.5,United States,https://immunovant.com,"Immunovant, Inc., a clinical-stage immunology company, develops monoclonal antibodies for the treatment of autoimmune diseases. It develops IMVT-1402 for graves' disease, rheumatoid arthritis, myasthenia gravis, chronic inflammatory demyelinating polyneuropathy, cutaneous lupus erythematosus disease",False,,,,,,,,,0
INBX,"Inhibrx Biosciences, Inc.",NASDAQ,999.7,153.1,31.9,94.56,10.8,68.74,14.5,United States,https://inhibrx.com,"Inhibrx Biosciences, Inc., a clinical-stage biopharmaceutical company, engages in the development of biologic therapeutics for people with life-threatening conditions. Its therapeutic candidates include INBRX-109, a tetravalent therapeutic candidate targeting death-receptor 5 to treat unresectable o",False,Oncology,Head and Neck Squamous Cell Carcinoma (HNSCC),Small Molecule,INBRX-106,Phase 3,,,,6
INCY,Incyte Corporation,NASDAQ,18416.8,3580.6,0.0,112.29,53.56,92.54,199.0,United States,https://www.incyte.com,"Incyte Corporation, a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutics in the United States, Europe, Canada, and Japan. The company offers JAKAFI for the treatment of myelofibrosis (MF), polycythemia vera, and steroid-refractory acute graft-vers",False,Other,Polycythemia Vera,Small Molecule,Ruxolitinib,Phase 3,,,,50
INDO,Indonesia Energy Corporation Limited,NYSE American,68.8,8.6,1.2,8.5,2.1,4.59,15.0,Indonesia,https://indo-energy.com,"Indonesia Energy Corporation Limited, together with its subsidiaries, operates as an oil and gas exploration and production company in Indonesia. Its principal assets include the Kruh Block, a producing block covering an area of 258 square kilometers located in the Pali, South Sumatra; and the Citar",True,,,,,,,,,0
INKT,"MiNK Therapeutics, Inc.",NASDAQ,45.7,14.3,1.3,76.0,6.34,9.74,4.7,United States,https://minktherapeutics.com,"MiNK Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in the discovery, development, manufacture, and commercialization of allogeneic, off-the-shelf, and invariant natural killer T (iNKT) cell therapies to treat cancer and other immune-mediated diseases. The company develops a",False,,,,,,,,,0
INVA,"Innoviva, Inc.",NASDAQ,1647.2,566.7,0.0,25.15,16.52,22.03,74.1,United States,https://www.inva.com,"Innoviva, Inc. operates as a biopharmaceutical company in the United States and internationally. Its royalty portfolio includes RELVAR/BREO ELLIPTA, a once-daily combination medicine consisting of a LABA, vilanterol, and an inhaled corticosteroid, and fluticasone furoate; ANORO ELLIPTA, a once-daily",False,Infectious Disease,Complicated Intra-abdominal Infections (cIAI),Small Molecule,Eravacycline 2mg/kg,Phase 2,,,,1
IONS,"Ionis Pharmaceuticals, Inc.",NASDAQ,11760.0,2680.4,134.6,86.74,23.95,71.19,165.2,United States,https://www.ionis.com,"Ionis Pharmaceuticals, Inc., a commercial-stage biotechnology company, provides RNA-targeted medicines in the United States. The company offers TRYNGOLZA reduces triglyceride levels in adults with familial chylomicronemia syndrome (FCS) and acute pancreatitis; DAWNZERA for prophylaxis to prevent att",False,CNS,Amyotrophic Lateral Sclerosis,Small Molecule,Tofersen,Phase 3,,,,50
IOVA,"Iovance Biotherapeutics, Inc.",NGM,1631.4,297.0,65.6,5.63,1.64,3.96,412.0,United States,https://www.iovance.com,"Iovance Biotherapeutics, Inc., a commercial-stage biopharmaceutical company, develops and commercializes cell therapies using autologous tumor infiltrating lymphocyte for the treatment of metastatic melanoma and other solid tumor cancers in the United States and internationally. The company offers A",False,Oncology,Metastatic Melanoma; Unresectable Melanoma; Melanoma,Monoclonal Ab (mAb),Lifileucel plus Pembrolizumab,Phase 3,,,,26
IPHA,Innate Pharma S.A.,NASDAQ,140.6,60.0,10.3,2.63,1.4,1.5,93.7,France,https://www.innate-pharma.com,"Innate Pharma S.A. operates as a biotechnology company that develops immunotherapies for cancer patients in France and internationally. The company's products include Lacutamab (IPH4102), an anti-KIR3DL2 antibody, which is in Phase II clinical trials for the treatment of cutaneous T-cell and periphe",True,,,,,,,,,0
IPSC,"Century Therapeutics, Inc.",NASDAQ,420.6,117.1,26.6,3.04,0.34,2.34,179.7,United States,https://www.centurytx.com,"Century Therapeutics, Inc., a biotechnology company, engages in the development of allogeneic cell therapies for the treatment of solid tumor, hematological malignancies, and autoimmune diseases. Its lead product candidate is CNTY-813, an iPSC-derived beta islet cell replacement therapy engineered w",False,Immunology,Systemic Lupus Erythematosus; Lupus Nephritis; Idiopathic In,Monoclonal Ab (mAb),CNTY-101,Phase 1,,,,2
IRWD,"Ironwood Pharmaceuticals, Inc.",NASDAQ,549.5,215.5,0.0,5.78,0.53,3.37,163.1,United States,https://ironwoodpharma.com,"Ironwood Pharmaceuticals, Inc., a biotechnology company, focuses on the development and commercialization of therapies for gastrointestinal (GI) and rare diseases in the United States and internationally. It sells linaclotide, a guanylate cyclase type-C (GC-C) agonist for the treatment of adults suf",False,Other,Irritable Bowel Syndrome With Constipation; Chronic Constipa,Small Molecule,Linaclotide,Phase 3,,,,36
ITIC,Investors Title Company,NASDAQ,421.4,89.6,0.0,288.98,190.2,223.23,1.9,United States,https://www.invtitle.com,"Investors Title Company engages in the issuance of residential and commercial title insurance for residential, institutional, commercial, and industrial properties. It underwrites land title insurance for owners and mortgagees as a primary insurer; and assumes the reinsurance of title insurance risk",False,,,,,,,,,0
JANX,"Janux Therapeutics, Inc.",NGM,826.1,966.6,20.7,35.34,12.12,13.58,60.8,United States,https://www.januxrx.com,"Janux Therapeutics, Inc., a clinical stage biopharmaceutical company, develops immunotherapies based on Tumor Activated T Cell Engager (TRACTr), Tumor Activated Immunomodulator (TRACIr), and Adaptive Immune Response Modulator (ARM) platforms technology to treat patients with cancer. The company's cl",False,,,,,,,,,0
JAZZ,Jazz Pharmaceuticals plc,NASDAQ,10991.6,2441.9,0.0,198.0,95.49,178.55,61.6,Ireland,https://www.jazzpharma.com,"Jazz Pharmaceuticals plc identifies, develops, and commercializes pharmaceutical products in the United States, Europe, and internationally. The company offers Xywav to treat cataplexy or excessive daytime sleepiness (EDS) with narcolepsy and idiopathic hypersomnia (IH); Epidiolex for seizures assoc",True,Other,Narcolepsy,,,Preclinical,,,,1
JSPR,"Jasper Therapeutics, Inc.",NASDAQ,34.1,50.9,16.2,7.19,1.11,1.22,28.0,United States,https://jaspertx.com,"Jasper Therapeutics, Inc., a clinical-stage biotechnology company, focuses on developing therapeutics targeting mast and hematopoietic stem cell driven diseases. The company's lead product candidate is briquilimab, a monoclonal antibody designed to block stem cell factor from binding to and signalin",False,Other,Chronic Spontaneous Urticaria,Small Molecule,Briquilimab,Phase 2,,,,2
KALV,"KalVista Pharmaceuticals, Inc.",NGM,856.3,309.2,47.4,19.0,9.23,16.94,50.5,United States,https://www.kalvista.com,"KalVista Pharmaceuticals, Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of drug therapies inhibitors for diseases with unmet needs. The company's product candidate is EKTERLY, a small molecule plasma kallikrein inhibitor targeting the disease of here",False,,,,,,,,,0
